297.65 82.5033 29 0.25059 1.40475
14.1708426686 79.0700142825 32.8499 1.14714 0.675723
15.93 79.11 32 0.649192 0.931001
18.73 80.17 31.8 0.169315 0.925282
47.376292 80.768692 31 0.106303 1.49735
273.5842 80.0533 34 0.224282 1.63842
11.9205072961 78.9233216914 25.9622 0.677046 0.513088
16.2795566667 77.9125829897 33.5154 0.395947 0.38015
243.69 77.03 38.18 -0.363551 1.84
247.75 77.83 36 -0.17438 1.73769
263.5 78.4 38 0.307996 1.10206
240.725663597 76.2454421466 34.578 -0.075264 1.18051
244.51 75.78 39.27 -0.179161 1.89188
248.526950573 75.6856736713 35.2269 -0.624808 0.876597
251 76.4 38 0.359938 1.09919
18.99 74.502 28 0.359981 1.35807
99.5 73.3 42.2 -0.0132283 1.22187
249.5 74.92 36 -0.955106 1.04352
265.1 74.687 35 -0.167101 1.68362
69.95 72.57 42 -0.696662 1.21442
73.86 71.61 37.75 0.0906011 1.09159
94 72 42.1 -0.421289 1.21751
114.64 71.5 33.75 0.502514 0.980817
203.383 71.322 28.5 0.297099 1.38004
280.623442527 71.3295366594 42 0.333845 0.986919
303.86 72.79 34.4904 -0.138884 1.17896
334.882 72.88 25.7 0.706998 1.25236
18.9089595327 69.6320809346 38.7196 -0.315361 1.32168
21 69 33 0.73063 0.956971
24.0817126132 69.9299738317 44.8281 -0.241831 0.403564
28.0386894202 69.4666388417 44.0137 0.0801001 0.393619
30.1422358209 69.6147747739 43.7791 -0.0551025 0.529751
31.4347963924 69.2318103063 42.5784 -0.388563 0.503045
75.6749326199 70.5687516751 38.383 -0.20584 0.785839
78.42 70.25 39.25 -0.508736 1.13407
80.5637560616 69.5752059761 42.8479 -0.216498 0.746582
84 69.29 42.5 -0.258705 1.23253
86.5268435564 70.4244098901 41.7805 -0.623008 0.727127
88.2400821844 69.9405359576 43.2371 -0.34914 0.646732
89.5 69 48.4 -0.784252 1.0631
118.5 69.65 42.3 -0.447461 0.920923
124.5 71 43.6 0.23707 0.95215
126.79 71 41 0.843496 1.18954
174.5 69.09 33.4 0.108474 0.969656
175.23 69.45 31.4 0.100999 0.913836
196.98 69.73 27.78 0.0324924 0.817664
200.413 69.105 39.8 0.0671686 1.91928
209.387 69.836 32.8 0.0865352 1.58293
211.2462185 69.3997526984 38.5225 0.0660875 0.967968
215.576393908 69.7992564354 34.6839 0.0166903 1.18751
242.1942 70.7631 45 -0.629024 2.18494
266.4429401 69.5402995014 31.6466 0.0863882 1.08603
275.988561038 69.2884974268 40.7003 -0.0314601 0.786649
278.238881865 69.5754911609 39.3122 -0.11718 0.656603
291.41291 70.47433 34 0.204243 1.12698
12.96 67.88 20.7 1.52058 0.633367
13.827005602 68.3238674829 23.9893 1.17473 0.392368
18.51 67.38 43.6 0.0415563 2.1074
19.6115374234 67.9055137358 44.6752 -0.0909894 1.53068
22.1445097563 68.0486927464 44.6446 -0.0114776 0.399856
24.1705974371 67.7476428844 46.8662 0.0746723 0.557803
26.6904623649 68.7137442327 44.7675 -0.0637433 0.65916
30.4925812816 67.8327597741 42.6126 0.445597 0.505048
31.7439520945 68.4557838595 42.5204 -0.147814 0.410235
34.057202066 68.0269769395 43.2215 0.155634 0.497459
35.8576607272 67.3532327315 37.8639 0.484958 0.448297
50.5 68.1 40.8 -0.191822 0.889161
51.7 68.1 42 -0.378471 0.916739
53.1 68.15 41.6 -0.561104 0.905435
56.4053231281 68.3753326955 39.7467 -0.534606 0.612049
58.2 68.5 40 -0.338777 0.871011
60.3 68.6 41 -0.282135 0.894029
62.44 67.13 40 -0.823294 1.15473
73.33 68.57 36.25 -0.264985 1.04873
75.8113368393 68.3488164867 37.4216 -0.0850176 0.625857
79.6 67.2 42.9 0.0408714 1.24709
82.5855211796 68.8891408847 43.7434 -0.530132 0.761949
84.4552871001 68.1002319547 41.8264 -0.314125 0.555394
85.72 67.5 45.72 -0.435936 1.32666
110.4 68.1 46.6 -0.222086 1.02113
173.76 68.72 34.95 -0.142618 1.01261
193.561456113 68.6187605568 31.6463 -0.262253 0.651621
203.387 68.713 38.8 0.0458455 1.87326
209.319 68.966 44.6 -0.304186 2.16126
267.435819546 67.826175127 39.8219 0.072623 0.839973
269.938267227 68.0898663864 35.7013 0.0148649 0.973786
276.676113985 68.551216367 38.0635 0.0175195 1.03755
286.803268091 68.9217319088 43.7692 -0.0904949 1.19994
288.412 68.4619246494 44.2106 -0.0428263 1.05544
14.735 66.285 44 -0.0123401 2.12903
16.4990219084 65.2624657206 38.8433 0.228805 0.580544
17.37 65.17 40.5 0.091701 1.17309
20.1280817491 65.7064616497 43.0279 -0.334771 0.812201
21.8196084156 65.9154896433 43.5213 -0.531573 1.21679
24 66 40 -0.620569 0.871111
28.61077844 65.17910448 47.5 -0.515889 2.30827
30.5419042239 66.3309417924 48.2509 0.150631 0.768269
32.01 65.22 38.3 -0.295837 1.10703
33.5502182491 65.070940553 37.5925 0.0978096 0.770245
37.7864021172 66.8824354417 35.8576 0.528854 0.734954
39.8 66.43 36.49 0.308607 1.05777
42.0481339744 66.0593301278 36.5988 0.0763423 0.74952
44.0795523611 65.8068847384 31.3161 0.586298 0.528004
45.9788878431 65.6159700138 30.8321 0.973222 0.638053
47.6154741807 65.4043255534 33.9636 -0.148227 0.696588
49.97 65.55 38.54 -0.395046 1.11335
51.34 65.41 37.78 -0.457241 1.0933
53.72 65.2 35.7 -0.179569 1.03349
56.48 65.04 40.68 -0.964026 1.17499
58.3066541874 65.7855690405 40.0299 -0.90886 0.819396
60.64 66.61 40.31 -0.643542 1.16252
75.7 65.7 40.8 0.578913 1.18429
77.3 65.4 29.9 0.876958 0.87563
80.0738550216 66.5420483261 44.2202 -0.259304 0.779674
83.1 66.5 40.7 -0.0556808 0.88801
87.4838321726 66.7404460053 45.8438 -0.343817 0.566543
89.975542453 65.3497324889 45.2 -0.0911374 0.926855
91.4314829975 65.8629659949 46.132 0.0314592 0.716412
110.6 66.1 47.8 -0.461004 1.04817
113.4 65.8 46.85 0.193254 1.02547
116.5 65.5 46.4 0.139221 1.01713
119.9 66.82 35 0.324371 1.01459
192.073 65.56 30.2 0.192632 1.45733
193.671 65.474 30.2 0.300202 1.45977
195.352 65.708 30.8 0.446588 1.48849
198.228909189 65.9477889863 29.2488 0.322832 1.00193
199.349 65.501 30.8 0.345424 1.48589
202.075639671 66.0565478702 33.3021 0.189179 0.805409
203.551 65.528 31.4 0.140292 1.51571
205.741845634 65.9558501306 33.2495 0.289184 1.13423
207.903072136 65.5390712403 30.4982 0.447959 0.852665
210.14232131 65.3202206427 30.0325 0.436632 0.838939
211.737572297 65.5089876799 31.6699 0.11691 0.477824
214.626215587 66.0550514523 32.8625 0.513973 0.796325
216.555186318 66.0636825558 28.9061 0.585641 0.991154
218.397884978 66.2882770111 31.0311 0.654298 0.86812
220.064 65.448 36.8 0.809856 1.77256
221.691862966 65.3604657416 34.8911 0.617798 1.19101
233.29 65.29 27.75 0.588708 1.34845
266.874836683 66.3970884632 38.032 0.254267 1.03867
268.921722631 65.2147226309 36.3679 0.123166 0.991989
273.629067294 66.6531345887 37.8365 -0.111488 1.03181
294.288326182 66.1433398932 35.0021 0.361672 0.955964
295.55194 65.68613 34 0.540309 1.12608
322.55 65.62 34 -0.130966 1.64018
336.385171567 65.8917885213 26.2719 1.106 0.384952
338.037551665 65.6108536408 27.4149 0.914595 0.257756
340.544132466 65.6286128794 28.8158 0.412412 0.811538
342.428045367 65.8706281517 22.6921 1.2736 0.159582
343.337921043 65.7029195899 22.5595 1.35435 0.0615393
345.28390924 65.2970530028 32.9528 0.331568 0.386573
8.76984144883 63.1262158248 34.4863 0.226283 1.17531
9.84469772558 63.2281540256 38.5607 -0.0171545 0.59598
12.0991596813 64.336398855 36.8241 -0.0066044 0.894704
14.0287472324 63.8338708286 37.5579 0.263956 0.650529
16 64 38.8 -0.282281 0.844436
18.220392499 64.0896664342 43.1434 -0.507618 0.712159
19.6214388847 64.2400254663 40.5424 -0.0678801 0.468064
21.7974793076 63.4717822018 42.1783 -0.425559 1.04898
24.5399392294 63.3753545223 42.5 -0.401967 1.45288
26.0044631578 63.6850140116 41.6989 -0.371533 1.17013
27.7671281211 64.3725391432 47.5 -0.611971 1.03315
29.786436349 64.0939966443 46.7091 -0.208004 0.663424
32.3 63.5 39.7 -0.351453 1.14787
36.2 63.2 40.8 0.279172 1.18117
49 64.8 34.5 -0.0375385 0.99971
52.26 63.3 39.6 -0.487636 1.14545
54.3272707827 64.3127264365 41.7173 -0.744666 1.03418
56.33 64.91 39.4 -0.422585 1.13766
62.21 63.83 42.16 0.131635 1.22132
64.06 63.45 40.55 0.0970972 1.17416
65.27 63.2 36.87 0.0923377 1.06881
69.4 63.4 39.4 0.00134266 1.13968
72.5 64.6 42.5 0.112368 1.2321
75.6 63.8 41.8 -0.0267999 1.21091
84.6 63.3 32.6 0.344912 0.712356
90.77 64.96 43.39 0.561791 1.26084
