297.65 82.5033 29 -0.0935571 0.969876
47.376292 80.768692 31 0.563343 1.03448
18.73 80.17 31.8 0.250868 1.1628
19.8063696141 80.3 31.9 0.461693 0.932128
273.5842 80.0533 34 -0.510593 1.13304
11.9229252497 78.9241552776 26.2126 0.592004 0.481145
13.5872230299 79.0744460599 32.9 1.18416 0.960175
14.7744769019 79.0872384509 32.8 1.21286 0.957702
15.9191451053 79.1063817018 32 0.71592 0.934197
16.2682391159 78.1794474077 33.6784 0.451438 0.514805
16.7862581097 78.007612227 33.8739 0.490845 0.832266
247.731884515 77.819130709 36 -1.22324 1.05106
263.5 78.4 38 0.421681 1.10681
15.488229 77.008646 33 0.51985 1.10002
15.53 77.008 32.5 0.13767 1.57619
243.693609912 77.0191702641 38.18 -1.50762 1.11249
240.732615373 76.2552749563 34.8087 -0.794995 0.764231
244.5 75.8 39.27 -0.121248 1.90728
244.51 75.78 39.27 -1.65722 1.42799
247.12 76.25 38.18 -1.82395 1.38856
248.925525642 75.5127628211 34.36 -0.641439 1.00153
251 76.4 38 0.4716 1.10759
18.99 74.502 28 0.325508 1.36534
249.5 74.9127893419 36 -0.892441 1.0484
265.1 74.687 35 -0.12882 1.16477
69.9679500022 72.5807700013 42 -0.547363 1.22276
99.5 73.3 42.2 0.147992 1.23098
303.86 72.79 33.5063 -0.788362 0.924514
334.882 72.88 25.7 0.641607 1.25762
73.8744188159 71.606395296 37.75 0.195908 1.10051
94 72 42.1 -0.267851 1.22745
114.625521674 71.5 33.75 0.557769 0.985311
333.6 71.5 39 -0.11333 1.89433
24.885221552 70.7107824062 44.4472 -0.244873 0.916528
25.5 71.1 42 -0.540261 1.22396
76.4807491179 70.8679151965 40.13 -0.39794 1.1683
86.8 70.8 41.2 -0.798712 1.19985
124.5 71 43.6 0.347943 1.27499
126.793624494 71 41 0.999145 1.20062
203.383 71.322 28.5 0.269191 1.38798
242.1942 70.7631 45 -1.19524 1.50655
280.623448403 71.329530228 42 0.487926 0.993306
18.9089594288 69.6320811424 38.7196 -0.216857 1.33156
23.967622624 69.920838114 45.0621 -0.0726988 0.630942
24.5663943086 70.0240379424 44.5974 0.230773 1.01795
27.0084973738 69.7574956229 47 -0.395207 1.62873
28.3885217204 69.5888378055 43.2548 0.171337 1.08268
29.1207208035 69.9280291745 44.646 0.221908 0.75389
31.5807563812 69.6 41.8 -0.263721 1.21827
75 70.31918582 36.9 0.158992 1.07497
78.4128087626 70.2679780934 39.25 -0.38879 1.14321
80.5 69.6 42.6 -0.0726284 1.2423
80.6871638144 69.5192542784 43.3 -0.40188 1.26132
86 69.7 42.9 0.0837307 1.25225
88.0470715953 70.1646420233 43.7297 -0.323457 0.902276
88.6807290133 69.5807290133 41.25 0.0611062 1.20161
118.5 69.6679745632 42.3 -0.393094 1.23217
196.98 69.73 27.78 -0.196387 1.0272
209.387 69.836 32.8 0.11412 1.59235
211.299 69.72 31.4 0.185097 1.52526
215.088 69.918 32 0.110579 1.55305
216.289 69.626 38.6 0.00236817 1.87237
266.442923888 69.54038056 30.5766 -0.0443787 0.845023
278.362 69.9943153242 41.8376 -0.0225679 1.15422
291.41291 70.47433 34 0.257956 1.13185
