297.65 82.5033 29 0.25059 1.40475
47.376292 80.768692 31 0.106303 1.49735
18.73 80.17 31.8 0.169315 0.925282
273.5842 80.0533 34 0.224282 1.63842
11.9205072961 78.9233216914 25.9622 0.677046 0.513088
13.58 79.06 32.9 1.14507 0.9563
14.76 79.08 32.8 1.1492 0.954936
15.93 79.11 32 0.649192 0.931001
16.268643679 78.1794581541 33.6833 0.408422 0.51155
16.8250436711 77.970120559 33.6261 0.395225 0.734718
247.75 77.83 36 -0.17438 1.73769
263.5 78.4 38 0.307996 1.10206
15.488229 77.008646 33 0.478106 1.09272
15.53 77.008 32.5 0.113968 1.5649
243.69 77.03 38.18 -0.363551 1.84
240.725663597 76.2454421466 34.578 -0.075264 1.18051
244.51 75.78 39.27 -0.179161 1.89188
247.12 76.25 38.18 -0.39329 1.84007
248.94 75.52 34.36 -0.692776 0.997002
251 76.4 38 0.359938 1.09919
18.99 74.502 28 0.359981 1.35807
249.5 74.92 36 -0.955106 1.04352
265.1 74.687 35 -0.167101 1.68362
69.95 72.57 42 -0.696662 1.21442
99.5 73.3 42.2 -0.0132283 1.22187
303.86 72.79 34.4904 -0.138884 1.17896
334.882 72.88 25.7 0.706998 1.25236
73.86 71.61 37.75 0.0906011 1.09159
94 72 42.1 -0.421289 1.21751
114.64 71.5 33.75 0.502514 0.980817
24.8766866051 70.7164167482 44.4466 -0.43506 0.910831
76.47 70.85 40.13 -0.524886 1.15974
86.8 70.8 41.2 -0.901941 0.896013
124.5 71 43.6 0.23707 0.95215
126.79 71 41 0.843496 1.18954
203.383 71.322 28.5 0.297099 1.38004
242.1942 70.7631 45 -0.629024 2.18494
280.623442527 71.3295366594 42 0.333845 0.986919
18.9089595327 69.6320809346 38.7196 -0.315361 1.32168
23.922303147 69.8701871557 45.0155 -0.251619 0.651881
24.5564811774 70.090125484 44.7737 -0.0414636 0.916932
27.0084989025 69.7574981708 47 -0.571788 1.61366
28.48 69.63 43 0.155727 0.939191
29.1006355457 69.9123643729 44.8127 0.049375 0.612237
31.57 69.6 41.8 -0.414082 1.20932
75 70.33 36.9 0.0649981 1.06854
78.42 70.25 39.25 -0.508736 1.13407
80.5 69.6 42.6 -0.0227006 0.929028
80.68 69.53 43.3 -0.569842 1.25445
86 69.7 42.9 -0.0850226 1.24437
88.0610283606 70.0948581971 44.0647 -0.458126 0.769716
88.67 69.57 41.25 -0.087459 1.1927
118.5 69.65 42.3 -0.447461 0.920923
196.98 69.73 27.78 0.0324924 0.817664
209.387 69.836 32.8 0.0865352 1.58293
211.299 69.72 31.4 0.175323 1.51737
215.088 69.918 32 0.0932445 1.54164
216.289 69.626 38.6 -0.0950085 1.86219
266.4429401 69.5402995014 31.6466 0.0863882 1.08603
278.362 69.9943148524 41.8371 -0.167146 1.14498
291.41291 70.47433 34 0.204243 1.12698
14.68 68.8 24.8 1.08529 0.738243
21 69 33 0.73063 0.956971
22.9698526513 68.9428122128 45.2587 -0.0651134 0.567813
26.9016373603 68.9240661727 44.5661 -0.00234229 0.562498
27.9627561386 69.3719309549 43.7974 0.139862 0.597047
30.0266664897 68.6898609821 41.1861 1.0979 0.846973
31.1303915253 69.1759351087 42.8763 -0.281491 0.469209
31.8697181905 69.0035797645 42.6183 -0.130634 0.617097
32.6571162403 68.524711624 42.3821 0.0880707 0.867676
60.3 68.6 41 -0.282135 0.894029
73.33 68.57 36.25 -0.264985 1.04873
75 68.71 38.75 -0.1802 1.12091
76 68.57 38.5 -0.197869 1.11468
82.5855211796 68.8891408847 43.7434 -0.530132 0.761949
84 69.29 42.5 -0.258705 1.23253
89.5 69 48.4 -0.784252 1.0631
174.146028726 68.9130143628 34.1414 -0.0116332 0.700345
175.23 69.45 31.4 0.100999 0.913836
193.89 68.87 31.11 -0.0425268 0.906387
200.413 69.105 39.8 0.0671686 1.91928
203.387 68.713 38.8 0.0458455 1.87326
209.319 68.966 44.6 -0.304186 2.16126
211.21 69.18 43.41 -0.00886941 1.25694
268.06358 68.59364 40 -0.00592029 1.32595
275.988561038 69.2884974268 40.7003 -0.0314601 0.786649
276.676113985 68.551216367 38.0635 0.0175195 1.03755
278.178554167 69.3702681951 38.075 -0.0926963 0.801486
286.803268091 68.9217319088 43.7692 -0.0904949 1.19994
13.1363848346 67.9610416807 21.2721 1.45744 0.458167
13.6443724625 68.2185443872 25.3522 1.04059 0.64689
19.03 67.87 42.5 0.139628 2.05266
20.34 67.95 47.4 -0.379872 2.29738
22.0243405669 67.9916939167 43.4061 -0.0438814 0.553963
23.9605442015 67.6999555677 46.7578 0.124181 0.691244
24.96 68.06 48.4 0.0685162 1.06579
31.11655475 68.0323157514 42.2381 -0.281894 0.546354
33.2 68.37 44.2 0.00998713 1.28108
34.0090418398 68.0498368541 43.7784 0.156263 0.635395
34.9630142449 67.6413828105 40.4244 0.328205 0.639206
50.5 68.1 40.8 -0.191822 0.889161
51.7 68.1 42 -0.378471 0.916739
53.1 68.15 41.6 -0.561104 0.905435
56 68.35 40 -0.421828 0.871386
56.8 68.4 39.5 -0.644421 0.859866
58.2 68.5 40 -0.338777 0.871011
76.33 67.86 35.4 0.0899152 1.02476
83 68.5 45.9 -1.07622 1.32871
84.11 68.22 41.77 0.405239 1.21353
84.9856197738 67.9460741517 40.6899 -0.342582 0.70774
85.72 67.5 45.72 -0.435936 1.32666
110.4 68.1 46.6 -0.222086 1.02113
193.21 68.35 32.22 -0.497303 0.93746
269.938267227 68.0898663864 35.7013 0.0148649 0.973786
288.412 68.4619246494 44.2106 -0.0428263 1.05544
18.51 67.38 43.6 0.0415563 2.1074
21.38 67.23 49.6 -0.472063 1.44239
21.9151519213 67.1545688704 44.0909 0.08099 0.976014
23.11 67.02 42.2 -0.333194 2.03806
26.53 67.44 46 -0.513999 2.23291
30.3 67.33 43.7 0.280398 1.26777
30.8240135282 67.0969174569 45.3747 0.14438 0.763321
36.0083466044 67.3052250231 37.3105 0.45539 0.624071
36.8937367958 67.0639879511 35.7461 0.643308 0.73325
38.47 66.76 36.23 0.506 1.05009
60.64 66.61 40.31 -0.643542 1.16252
62.44 67.13 40 -0.823294 1.15473
79.3 66.8 38.7 -0.0856513 1.12059
79.6 67.2 42.9 0.0408714 1.24709
87.2046030484 66.8842177749 46.1632 -0.339731 0.630734
92 67 49.6 -0.399895 1.09064
119.9 66.82 35 0.324371 1.01459
202.227 66.833 33.8 -0.00288525 1.62808
206.494 66.516 35 0.0738532 1.68524
214.768475163 66.5684751632 32.3569 0.15203 1.11399
216.215 66.95 30.2 0.327499 1.45998
218.345 66.809 28.4 0.907464 1.37632
267.015033476 67.3117455786 39.7026 0.12527 1.08558
273.629067294 66.6531345887 37.8365 -0.111488 1.03181
14.735 66.285 44 -0.0123401 2.12903
15.54 65.68 39.2 0.363214 1.13236
20.52 66.4 42 -0.393242 1.21637
21.61 65.5564136919 44.4388 -0.609767 1.52265
24 66 40 -0.620569 0.871111
30.6643664144 66.3572122233 48.6848 0.262683 1.00366
39.8 66.43 36.49 0.308607 1.05777
42.0481339744 66.0593301278 36.5988 0.0763423 0.74952
43.4 66 34 0.426432 0.987455
43.89 65.76 30.49 0.593082 0.890167
44.8 65.7 30 0.705887 0.877264
45.77 65.82 30.39 0.951548 0.889785
47.63 65.69 33.46 -0.137024 0.969912
49.97 65.55 38.54 -0.395046 1.11335
57.68 65.57 40.06 -0.951466 1.16034
58.93 66 40 -0.866478 1.15727
75.7 65.7 40.8 0.578913 1.18429
80.8 66.3 49.4 -0.422251 1.0855
83.1 66.5 40.7 -0.0556808 0.88801
88.65 66.14 44.51 -0.360881 1.28898
89.61 65.53 45.2 -0.221099 1.31175
110.6 66.1 47.8 -0.461004 1.04817
113.4 65.8 46.85 0.193254 1.02547
116.5 65.5 46.4 0.139221 1.01713
192.073 65.56 30.2 0.192632 1.45733
195.352 65.708 30.8 0.446588 1.48849
199.027032683 66.0067950669 29.51 0.342515 1.01051
201.346 65.895 32 0.315428 1.54175
202.913 66.143 30.8 0.367206 1.48834
203.551 65.528 31.4 0.140292 1.51571
207.195 65.657 30.2 0.499332 1.45892
208.623 65.894 33.8 0.394245 1.62685
210.457 65.825 31.2 0.41723 1.50697
211 65.6 31 -0.162931 0.90414
212.091044059 65.7949883662 31.1273 0.319788 0.777078
214.477557295 65.5185343772 33.3908 0.892196 1.13877
218.432827143 65.9442249025 32.7695 0.487027 1.11874
266.874836683 66.3970884632 38.032 0.254267 1.03867
294.288326182 66.1433398932 35.0021 0.361672 0.955964
