station lon lat t_c vp vs rho_c ETOPO ETOPO_filt_30km tl long_lam_grav
ID6889s 36.75 57.5 39.5 NaN 3.62729113924 2.88762177769 0.156000003219 0.155966758728 241.805012703 -6.46620365977
ID217s 36 2 18.5 NaN 3.26769459459 2.77005267541 0.629999995232 0.64209663868 71.3461380005 20.0731067657
ID4621s 84.4 52.3 49.8 NaN 3.79624497992 2.9668669789 0.199000000954 0.184382230043 171.259781199 -45.6059684753
ID9013s 27.29 69.1 44.4 NaN 3.83396171171 2.97977521955 0.16504799664 0.162222905517 203.949476141 -18.4501424236
ID3330s 3.08 46 26.09 NaN 3.45033537754 2.82184029947 0.421856014728 0.482302749634 105.531659757 37.2846459045
ID4676s 136.8 53.1 35.9 NaN 3.63502228412 2.88007825151 0.259000003338 0.324261695147 74.6947770786 15.5296354294
ID18215s -129.95 58.24 36.25 NaN 3.64221241379 2.85528179782 1.58265600491 1.41855861568 49.2010048972 11.9604946933
ID169s 14 64 35 NaN 3.7214 2.89777196503 0.449999988079 0.447591573 200.362197876 -4.84239053726
ID9681s 35.6 30.33 37.9 NaN 3.54317282322 2.85997412036 1.29833600044 1.31321393013 40.1022163995 42.8813771095
ID18203s -118.92 61.09 33.25 NaN 3.70808721805 2.91355944132 0.216668286284 0.208559239705 201.00154785 -49.9404967336
ID4660s 118.2 55.65 46 NaN 3.80774565217 2.96235047893 1.24399995804 1.21763682365 88.2852404864 -20.2563852072
ID9117s 118.4 39.7 34.9 NaN 3.50113753582 2.85563684654 0.0270000007004 0.0401287078857 69.7913691958 -4.64009857178
ID9005s 24.19 67.72 47.1 NaN 3.84971231423 3.00059134671 0.320499523331 0.313606940369 240.836004018 -19.7032558303
ID4637s 97.1 55 44 NaN 3.81135568182 2.98032477671 0.688000023365 0.699327707291 135.892681274 -55.1386108398
ID18223s -133 61.52 37.05 NaN 3.61326585695 2.85540187084 1.53816003704 1.47795458889 70.5255712417 16.1482073517
ID4640s 100.1 55.4 42.3 NaN 3.75636288416 2.98105456845 0.521000027657 0.517479121685 215.247302472 -63.3123168945
ID4617s 81.1 51.1 49.7 NaN 3.80738229376 2.96831238783 0.238000005484 0.237744018435 217.508545901 -50.5289421082
ID2405s -121.27 37.65 26.8 NaN 3.40349067164 2.96395063459 0.0168320006132 0.0301738075018 61.5013244326 -12.2009466412
ID1684 148.8 -26.6 39.3 NaN 3.19738676845 2.65605859212 0.305999994278 0.309446543455 89.2235755688 40.2122802734
ID4601s 61.2 38.25 36 NaN 3.33397916667 2.83078791358 0.167999997735 0.168733388186 157.377413582 -55.4900951385
ID4528s 50.5 68.1 40.8 NaN 3.6009375 2.92776540233 0.103000000119 0.0908841043711 254.722059814 -31.6079330444
ID4482s 95.8 62.8 41.7 NaN 3.80391007194 2.95280789406 0.462000012398 0.437381535769 243.640289446 -53.4526939392
ID6903s 53.15 50.6 38.5 NaN 3.62432077922 2.97793216941 0.143999993801 0.134805679321 265.025664875 -47.2801792622
ID4656s 115 55.8 49 NaN 3.76766326531 2.93053522206 1.74500000477 1.44530844688 107.294635803 -24.6264839172
ID4986s 25.5 62.8 56 NaN 3.88289464286 3.02945809655 0.146999999881 0.151719406247 247.847040405 -37.2539405823
ID4590s 54.1 39.4 44.2 NaN 3.41582013575 2.88273722247 -0.0289999991655 -0.0261423327029 230.664044269 -43.9582443237
ID3384s 9.9 51.98 29.57 NaN 3.45675853906 2.82453974568 0.25496800983 0.211233431458 92.1697936463 22.9315917816
ID4441s 110.2 60.7 39.6 NaN 3.69744570707 2.88760756382 0.432000011206 0.431683659554 255.964273286 -71.0884399414
ID3150s -83.31 49.73 43.8 NaN 3.87894863014 3.03285985338 0.232033341893 0.230976278918 179.707757814 -52.9930857702
ID4416s 113.4 65.8 46.85 NaN 3.84522091782 3.02130187501 0.485000014305 0.509556591511 245.33983486 -35.0252151489
ID3146s -82.42 48.85 47.8 NaN 3.92081903766 3.05887305605 0.290288009405 0.298939762115 177.094340764 -47.1265361214
ID14555s -106.69 41.05 55.3 NaN 3.75950361664 2.95210568265 3.08027997589 2.82298115921 162.045491568 26.0776884289
ID3957s 112 28 36 NaN 3.72761111111 2.97780567264 0.268000006676 0.332533091307 112.777130127 -11.8191480637
ID6893s 42 53 43 NaN 3.65586395349 2.93250296285 0.16400000453 0.151348009706 237.583129883 -10.5795440674
ID4512s 102.7 55.8 42.2 NaN 3.81504976303 3.02469891196 0.476000010967 0.490615785122 239.527488564 -71.3042602539
ID18228 -128.23 59.98 34.35 NaN 3.54287045124 2.86252252086 0.671659957279 0.637597860714 91.0432237209 4.0849697526
ID4643s 102.4 55.6 41.3 NaN 3.76729903148 2.9745874056 0.503000020981 0.463697820902 235.616557286 -69.5604858398
ID3978s 116.98 32.06 34.8 NaN 3.55243821839 2.85907270779 0.0614992014547 0.0566998396432 79.6634490508 -7.19560289691
ID4614s 44.1 56.8 49.1 NaN 3.63847148676 2.97191769861 0.140000000596 0.130001097918 260.901339266 -5.63291740417
ID2406s -121.27 37.65 27.15 NaN 3.42037937385 2.97927402573 0.0168320006132 0.0301738075018 61.5013244326 -12.2009466412
ID4602s 38.37 59.8 43 NaN 3.55485581395 2.94058014585 0.135024006367 0.126088504434 255.719655386 -14.6893283305
ID6900s 52.1 49.4 34 NaN 3.22480882353 2.72126530124 -0.0410000011325 -0.0248989537358 273.095394113 -61.8758125305
ID1683s 148.8 -26.6 37.3 NaN 3.6032077748 2.85883520863 0.305999994278 0.309446543455 89.2235755688 40.2122802734
ID4481s 94.1 61.9 44.9 NaN 3.81776391982 2.98079449798 0.462000012398 0.376038759947 243.817170692 -45.349521637
ID4655s 114.2 55.8 48.8 NaN 3.79542008197 2.98313945394 2.0150001049 1.79771256447 114.122007363 -26.8402500153
ID4593s 56.5 39.15 44.6 NaN 3.51842376682 2.89144945108 0.0469999983907 0.0476595573127 197.39042263 -10.396415472
ID4439s 105.4 60.9 43.7 NaN 3.71298855835 2.90767631941 0.554000020027 0.41696998477 244.17007503 -63.6327896118
ID4985s 25 62.5 55 NaN 3.87885363636 3.02567321465 0.221000000834 0.219754010439 245.952972412 -38.4542388916
ID4442s 113.8 60.4 41.6 NaN 3.69209134615 2.89237546101 0.381000012159 0.381038665771 253.01042702 -75.6175079346
ID3153s -81.49 48.42 45.6 NaN 3.90109539474 3.03848088699 0.293283329062 0.301371949083 176.851367738 -45.7030424678
ID4679s 139.1 52.5 34 NaN 3.67544117647 2.90021370359 0.170000001788 0.21749253571 70.8884484253 19.61876297
ID4415s 110.6 66.1 47.8 NaN 3.62147384937 2.90143846951 0.363000005484 0.386094093323 241.526253508 -32.9360084534
ID9118s 115.2 40 39.4 NaN 3.54303807107 2.86802335257 1.73199999332 1.45268690586 49.8289742126 1.66088044643
ID4680s 140 52.3 34.5 NaN 3.61343768116 2.86729226463 0.054999999702 0.0680915266275 70.0142963257 18.8406009674
ID3145s -83.93 48.61 49.1 NaN 3.95622301426 3.07983383835 0.426289984535 0.403984181957 181.791728441 -45.8038732539
ID14556s -107.04 41.44 54.7 NaN 3.75527696527 2.94674487442 2.31700344023 2.28170609935 169.543682531 26.7521864558
ID3329s 2.44 46.04 30.1 NaN 3.57856146179 2.83740760167 0.641525693211 0.581898017765 112.436601593 32.2690887449
ID4638s 98.1 55.1 45 NaN 3.75793111111 2.98360228565 0.889999985695 0.820398688316 162.729772994 -56.4525566101
ID3954s 118 36 32 NaN 3.4560625 2.80563913327 0.395000010729 0.43093469739 69.8323974609 -4.1324801445
ID4511s 104 54.2 39.6 NaN 3.72901767677 2.94756615421 0.81099998951 0.663869738579 182.336224487 -63.7025527954
ID6890s 37 57 41 NaN 3.69549390244 2.94010376613 0.136999994516 0.136237680912 241.129455566 -4.77671146393
ID4589s 53.7 39.45 41.5 NaN 3.30408313253 2.78620458294 -0.0140000004321 -0.0160643253475 231.546479384 -52.9417259693
ID4423s 84.6 63.3 32.6 NaN 3.7487607362 2.94014078919 0.0799999982119 0.094542182982 179.060613273 -43.7425041199
ID8379s 119.21 28.74 31.4 NaN 3.58968152866 2.83554445051 0.417221452251 0.513556038349 85.7088708858 11.7850615455
ID4618s 82.5 51.6 50.8 NaN 3.83100590551 2.98771191594 0.294999986887 0.305388331413 201.987901855 -50.101524353
ID3974s 116.14 30.43 37.2 NaN 3.60756451613 2.88050280366 0.456595710508 0.294162362671 79.8549984848 -16.3668100217
ID4435s 83.2 58.3 38.3 NaN 3.77638120104 2.99917800815 0.082999996841 0.0784360542893 149.453486044 -57.057559967
ID4989s 28.1 63.8 55 NaN 3.85602636364 3.00786960731 0.159999996424 0.188832819462 248.906573369 -30.6242542267
ID4659s 117.7 55.65 47.2 NaN 3.78152754237 2.94369665861 1.23500001431 1.26824450493 89.1350113271 -20.4933277369
ID8380s 119.54 28.4 32.5 NaN 3.60332307692 2.84061736159 0.268840005398 0.357818853855 86.0353005798 15.654019577
ID214s 38.33 5.17 48 NaN 3.79161458333 2.9662817254 1.55500724741 1.56892530585 39.4986270511 14.8817762893
ID4622s 85 52.4 48.3 NaN 3.8148447205 2.98352232013 0.177000001073 0.173850253224 160.915290039 -42.79246521
ID4419s 121.5 64.6 36.3 NaN 3.39173553719 2.86000347096 0.171000003815 0.171816185117 277.760802734 -66.5831375122
ID4675s 136 53.3 37.7 NaN 3.60667506631 2.86982236844 0.177000001073 0.199537888169 74.6098872681 14.2809057236
ID18216s -129.78 58.69 35.8 NaN 3.62346368715 2.84544176299 1.00195560296 1.10020646757 51.668858606 10.7194147852
ID9682s 35.98 30.03 39.8 NaN 3.55486809045 2.86276471469 0.944700384613 0.946735886017 43.436316456 40.5360327535
ID3149s -82.62 47.53 39.6 NaN 3.88207828283 3.02513244299 0.452614528538 0.45963839517 173.413065656 -41.4441624504
ID4663s 123.3 55.3 41.7 NaN 3.7651882494 2.92410927322 0.652999997139 0.632644534111 78.3794181328 -18.6484546661
ID1820s 27.4 63.8 55.2 NaN 3.86644021739 3.01414919729 0.143999993801 0.144255951047 249.100890443 -32.9406242371
ID4634s 94.7 54.7 48.7 NaN 3.80024332649 2.95658579935 1.56599998474 1.16921377182 85.3633713447 -53.9094772339
ID9007s 24.96 68.06 48.4 NaN 3.86272417355 3.00239615825 0.24749325626 0.24579531359 232.284521927 -18.5958018867
ID4635s 95.3 54.8 47.5 NaN 3.78258631579 2.94421303795 0.837000012398 0.765983641148 95.4847464805 -54.3131332397
ID3148s -81.34 48.83 43.7 NaN 3.90823340961 3.04491355716 0.274422654203 0.275316752987 177.840235985 -48.4361553154
ID9115s 117 40.1 36.4 NaN 3.51625549451 2.86018439237 0.0270000007004 0.0326243527234 61.9153764648 -2.21859121323
ID4662s 122.2 55.4 40.4 NaN 3.69264480198 2.90127729825 0.638999998569 0.642974436283 83.7227038237 -19.8518295288
ID184s 24 66 40 NaN 3.6699625 2.86576624725 0.0379999987781 0.0421739146113 250.978546143 -32.9331970215
ID4674s 135.5 53.4 39 NaN 3.69734102564 2.91459181576 0.481000006199 0.531698107719 73.8480875854 13.9762401581
ID4418s 119.7 64.9 39.9 NaN 3.43580576441 2.90190669306 0.17499999702 0.183456420898 275.523520807 -61.3896255493
ID4623s 86 52.7 46 NaN 3.77123152174 2.96052921764 0.328999996185 0.284990608692 146.395567993 -40.2706947327
ID9011s 26.51 68.75 44.7 NaN 3.83077964206 2.96716359965 0.259119996309 0.259121316671 213.162598535 -17.8634890727
ID8179s 28.22 49.43 48.1 NaN 3.81215696466 2.95645807141 0.305283467167 0.278775882732 248.446817929 18.6008820028
ID4658s 116.7 55.75 48.7 NaN 3.81866735113 2.97714195853 1.42900002003 1.30443060398 94.9195891724 -21.4852720499
ID8381s 120 28.24 32.1 NaN 3.62006074766 2.85013264122 0.610104026318 0.599134998798 84.8142895874 18.9683727112
ID1773s 145 -37.8 35.6 NaN 3.59207303371 2.83664149273 0.0230000000447 0.0416656062007 58.806115509 23.6230602264
ID4988s 27.5 63.6 59 NaN 3.88341355932 3.030303812 0.127000004053 0.121151186526 249.779634888 -32.2316741943
ID4619s 83.2 51.9 51.3 NaN 3.78172807018 2.95971513962 0.412000000477 0.387517720461 191.040446766 -49.2818031311
ID3975s 116.36 30.83 38.9 NaN 3.67816580977 2.90137054123 0.456119816176 0.526369671116 80.3495788193 -14.3563776854
ID4530s 53.1 68.15 41.6 NaN 3.53597956731 2.91328490342 0.0320000015199 0.0283901430666 249.602445518 -33.036646843
ID8378s 118.91 29.13 33.1 NaN 3.53487160121 2.8252860103 0.189029624787 0.285021865874 84.921054798 8.420044964
ID4422s 76.1 61.85 38.1 NaN 3.78441994751 2.97398405426 0.0610000006855 0.0628333613276 175.831969559 -52.6623387337
ID297s -114.63 62.47 33.9 NaN 3.57484660767 2.80955387902 0.21934431551 0.219461085216 191.147498405 -64.9128090891
ID4510s 105.2 52.7 38.4 NaN 3.68018489583 2.90321878112 0.666999995708 0.672387003899 120.676917028 -64.078338623
ID6891s 40 53.5 45 NaN 3.75681111111 2.95591719275 0.148000001907 0.142366409302 239.864700317 -13.9789085388
ID4639s 99 55.3 43.7 NaN 3.74560411899 2.98590768409 0.451000005007 0.453545361757 192.000700684 -60.2884979248
ID14557s -107.29 41.85 53.9 NaN 3.72278942486 2.94207069535 2.17079188919 2.16044334984 174.202251712 27.4524528528
ID9119s 117.93 40.96 36.7 NaN 3.50985558583 2.85614324241 0.387830263479 0.443627264954 66.6334596085 1.61948175447
ID4681s 140.8 52.1 37.2 NaN 3.63084677419 2.89136800842 0.244000002742 0.302950590849 69.7920487437 16.2762107849
ID171s 16 64 38.8 NaN 3.75071520619 2.92094185102 0.379000008106 0.313842773438 218.082702637 -17.5158405304
ID4414s 92 67 49.6 NaN 3.78622479839 2.97660683689 0.196999996901 0.476492553949 193.468582153 -41.7702941895
ID3152s -82.98 48.24 53.7 NaN 3.97918901304 3.08731989305 0.327172922661 0.355430355616 176.649809508 -43.727380875
ID4678s 138.4 52.8 34 NaN 3.61906911765 2.88088294972 0.0240000002086 0.103472024202 72.1498148188 17.9755516052
ID1704s 144.4 -34.02 35 NaN 3.59425428571 2.81688074358 0.0791520028114 0.079548399806 129.931547057 -4.57353659821
ID4443s 115.9 60.3 43.4 NaN 3.72269585253 2.89315297405 0.460000008345 0.418808609247 242.650479084 -72.1923522949
ID6887s 36.25 58.5 42 NaN 3.7146547619 2.98585937108 0.152999997139 0.15933598578 245.106422424 -11.5613718033
ID4592s 55.5 39.3 47.7 NaN 3.67318134172 2.95580589446 0.0219999998808 0.0492195561528 215.60200708 -18.4688129425
ID4438s 103.8 60.9 43.2 NaN 3.69105439815 2.9035249998 0.377000004053 0.398079872131 244.966060175 -62.932849884
ID2915s -6.33 32.48 30 NaN 3.50489166667 2.7800116839 0.506609406124 0.508908001766 52.6978963139 86.9642601225
ID4984s 24.1 62 54 NaN 3.85753611111 3.00773197152 0.0939999967813 0.116619639099 242.25228833 -41.0740852356
ID4654s 113.7 55.85 48 NaN 3.81763541667 2.99411777044 1.03499996662 1.23513352871 120.165053415 -28.5675853491
ID6901s 52.45 49.8 32 NaN 3.299159375 2.76451049907 0.00999999977648 0.00929535739124 271.758223423 -58.1146919727
ID1682s 148.8 -26.6 39.6 NaN 3.68076893939 2.93750164621 0.305999994278 0.309446543455 89.2235755688 40.2122802734
ID4603s 39 59.6 40.5 NaN 3.5312037037 2.91663980046 0.187000006437 0.177195385098 256.58043335 -12.9496860504
ID4615s 44.5 56.6 49.1 NaN 3.64865478615 2.97477119411 0.104000002146 0.108281001449 259.630666992 -5.21646690369
ID18221s -133.26 60.57 33.5 NaN 3.70372238806 2.90820820604 1.2102126906 1.1303032803 47.9569168799 14.79344652
ID4642s 101.4 55.5 41.2 NaN 3.8344211165 3.01176924354 0.451000005007 0.454568505287 231.353092407 -66.975479126
ID4425s 95.55 64.1 43.7 NaN 3.78032494279 2.9397006983 0.103000000119 0.208272621036 224.036339013 -58.2266860008
ID4560s 89.5 69 48.4 NaN 3.61587086777 2.86953679365 0.103000000119 0.107131637633 203.049728394 -37.0268936157
ID4649s 108.4 55.85 41.2 NaN 3.74129247573 2.92578279034 0.796000003815 0.694502472878 171.25470158 -55.9210064411
ID4181 116.59 31.23 39.4 NaN 3.67562055838 2.91507325611 0.1301402249 0.255127160294 80.5016703169 -11.9066407938
ID3972s 115.76 29.59 34.8 NaN 3.50031034483 2.81765617884 0.151046534657 0.11962390927 78.0252775136 -18.7116095576
ID1760 148.3 -34.5 45 NaN 3.72330888889 2.8907586105 0.476999998093 0.462866902351 90.5890322876 43.6900596619
ID4521s 87 67 46.3 NaN 3.76868898488 2.98079954785 0.0670000016689 0.0742063522339 193.380340576 -42.2914810181
ID4608s 41.1 58.5 40.7 NaN 3.52232186732 2.92001112499 0.192000001669 0.185129269958 261.754209717 -7.12907791138
ID4599s 59.9 38.5 41.2 NaN 3.54717961165 2.95127124047 0.126000002027 0.123506337404 156.773429321 -38.8584823608
ID3227s -73.66 44 39.1 NaN 3.82081202046 2.95805160811 0.361543988943 0.418267691612 161.656512334 -16.7687636871
ID9016s 28.48 69.63 43 NaN 3.82325465116 2.97913280308 0.155621567192 0.186779059503 192.153410844 -20.5779066475
ID4624s 86.5 52.9 46.4 NaN 3.76540840517 2.95241998513 0.279000014067 0.279846042395 140.962038696 -40.0242080688
ID4673s 134.9 53.6 39.4 NaN 3.73530837563 2.91599287469 0.869000017643 1.2461220026 71.2699129478 13.6288928986
ID18210s -114.62 62.51 34.05 NaN 3.68666666667 2.89560623867 0.227977090765 0.227094310643 191.019879817 -64.7632315896
ID316s -98.88 34.54 46.3 NaN 3.88740064795 3.04894320727 0.373032011599 0.384681347559 171.135305394 -22.3982519698
ID4180 116.98 32.06 35.1 NaN 3.62126780627 2.85037340366 0.0614992014547 0.0566998396432 79.6634490508 -7.19560289691
ID4665s 126.5 54.9 43.2 NaN 3.7859375 2.95902195764 0.574999988079 0.567616045475 49.5552608337 -7.6810593605
ID4632s 93.1 54.5 49 NaN 3.8393255102 2.9662749712 1.00999999046 0.775541126728 76.2031144409 -53.0131378174
ID4645s 104.7 55.7 43.7 NaN 3.7727791762 2.95565736867 0.600000023842 0.629593133926 218.325716253 -70.257522583
ID4429s 114.45 63.2 42.05 NaN 3.78180856124 2.94995420421 0.206000000238 0.271157473326 255.251649186 -63.9453692436
ID1763 148.15 -28.95 40 NaN 3.55498625 2.78097760493 0.158999994397 0.16039276123 95.5532882983 25.2538896874
ID4604s 39.5 59.4 42.5 NaN 3.45917529412 2.8564366038 0.196999996901 0.162940397859 257.518816162 -11.4280843735
ID2416s -110.76 60.63 34.5 NaN 3.57545797101 2.80931296958 0.304532991247 0.304493669012 229.801533331 -69.8570232905
ID4487s 124.5 71 43.6 NaN 3.82545412844 2.98784778473 0.358000010252 0.33370962739 201.521621704 -48.1653594971
ID4653s 113 55.9 48 NaN 3.80683854167 2.97631563043 1.87800002098 1.73211824894 128.125543274 -31.271024704
ID4595s 57.7 38.95 42.3 NaN 3.56375413712 2.97387846856 0.0680000036955 0.0673207193613 175.758888899 -13.0868855119
ID1778s 133.8 -23.75 39 NaN 3.64467948718 2.88759113743 0.574000000954 0.599145710468 244.788428719 -3.73525102437
ID4983s 23.6 61.8 53 NaN 3.84324433962 2.99662212103 0.133000001311 0.140182927251 240.825748093 -42.7599830627
ID4628s 89.6 53.7 45.7 NaN 3.74978008753 2.91531271222 0.976999998093 0.973289489746 103.156563719 -43.9811706543
ID14546s -104.84 36.59 43.5 NaN 3.64570689655 2.89124368276 2.13541219901 2.06548080019 59.9588251741 10.0433598024
ID4413s 87.4 66.8 46.15 NaN 3.79866630553 3.01563780588 0.0799999982119 0.0742037072778 193.601401282 -42.5607414246
ID4669s 131.9 54.1 38.6 NaN 3.69768523316 2.93648487496 0.233999997377 0.301052868366 50.2493510042 14.4600629807
ID176s 23.42 61.08 44 NaN 3.72541590909 2.90814956927 0.116014528159 0.117829215862 237.566959376 -43.0558229761
ID14550s -105.67 38.94 51.6 NaN 3.71916375969 2.94421283834 2.73752056735 2.74972255649 94.2211264632 23.9741410469
ID4517s 94.8 62.6 39.5 NaN 3.64048101266 2.86125867466 0.669000029564 0.623669207096 242.14856392 -49.2726287842
ID6896s 50.7 47.8 38.5 NaN 3.46177662338 2.87224137363 -0.0179999992251 -0.0179911199957 271.300178252 -61.6054077148
ID4516s 96.8 61.4 42.1 NaN 3.77490380048 2.96978883558 0.488999992609 0.408615738153 257.755329289 -52.635093689
ID3379s 9.49 49.4 28.6 NaN 3.54578146853 2.84900625269 0.315367992163 0.323682639599 71.5812003412 45.8095123501
ID6897s 51.05 48.2 35.5 NaN 3.33474366197 2.80285681648 -0.01600000076 -0.0157122090459 271.800417541 -63.8402056694
ID3953s 108 38 47 NaN 3.70306382979 2.94752049552 1.36000001431 1.36457788944 177.116348267 -48.8885955811
ID14551s -106.01 39.33 52.8 NaN 3.74056344697 2.95268808358 3.88459885561 3.4243610974 106.343465352 25.7030070641
ID4668s 131 54.3 41.9 NaN 3.74746897375 2.93956740512 0.685000002384 0.614389121532 42.2161714172 13.3580551147
ID1766 144.9 -34 40.7 NaN 3.66558845209 2.88499171513 0.0890000015497 0.0892874374986 124.700861572 -0.042790915817
ID4178 116.59 31.23 38.6 NaN 3.69748704663 2.90732758705 0.1301402249 0.255127160294 80.5016703169 -11.9066407938
ID14547s -105.09 37.29 46.3 NaN 3.59823326134 2.86582639763 3.29766097432 3.11838668237 60.363330151 15.7876463575
ID4412s 83.1 66.5 40.7 NaN 3.67657371007 2.96603175703 0.0610000006855 0.0483940988779 182.645509521 -44.3708839417
ID3380s 9.35 48.2 29.8 NaN 3.40887248322 2.7583033439 0.737999975681 0.709862947464 84.888404804 46.5766711235
ID4629s 90.3 53.9 49.2 NaN 3.80776727642 2.95384582265 0.860000014305 0.796521425247 95.3806905796 -46.2884178162
ID4594s 57 39.05 43.5 NaN 3.63383333333 2.99604923027 0.0579999983311 0.053159289062 187.832527855 -9.86946547031
ID2913s -6.5 30.32 29.5 NaN 3.48193220339 2.77697256389 1.47996797466 1.31429441929 90.8948634419 98.1087390137
ID4982s 23.4 61.5 51 NaN 3.85807745098 3.0095333687 0.15000000596 0.118900723755 239.37314856 -43.3746833801
ID4652s 112.2 55.9 47.6 NaN 3.82729516807 3.00477814769 1.0720000267 1.07591676712 135.543756842 -34.7552108765
ID4486s 118.5 69.65 42.3 NaN 3.75366903073 2.91177946795 0.192000001669 0.148233622313 243.346769386 -36.9655053616
ID4605s 40 59.2 43.3 NaN 3.49568013857 2.88087204685 0.112000003457 0.124153032899 258.627959473 -9.98791408539
ID4179 116.8 31.65 35.9 NaN 3.61085933148 2.85034075539 0.054999999702 0.0534503720701 80.2775929239 -9.43457704782
ID225s 77 13 34.7 NaN 3.73226224784 2.930352942 0.762000024319 0.778474152088 149.812759399 -52.2856788635
ID4613s 43.9 57 49.1 NaN 3.65578309572 2.9816090607 0.126000002027 0.125622063875 261.536214355 -5.66385650635
ID4428s 109.8 63.7 43.7 NaN 3.77300915332 2.95259637836 0.347999989986 0.362932115793 253.590259379 -55.9326019287
ID40s -95.49 36.5 46.1 NaN 3.85660086768 3.04138396328 0.252904005289 0.228359184504 174.673773508 -25.0258270483
ID4644s 103.8 55.65 43.2 NaN 3.76837847222 2.95842042872 0.657999992371 0.599421441555 227.804472536 -70.7698783875
ID3181s -81.67 47 35 NaN 3.71001142857 2.89521893129 0.474415994167 0.455312164545 172.823753315 -41.2031444874
ID4633s 93.8 54.6 48.5 NaN 3.81357731959 2.9588076647 1.08800005913 1.05763936043 78.0230247764 -53.6692771912
ID4664s 125.5 55 43.1 NaN 3.77354060325 2.9589326609 0.674000024796 0.652268648148 59.2535209656 -12.4663743973
ID1765 140.9 -27.5 40.4 NaN 3.70870173267 2.86254154929 0.101999998093 0.116609573364 182.271338501 0.970568537712
ID4672s 134 53.7 39 NaN 3.71697179487 2.92200877877 0.921000003815 0.853846907616 67.4442002869 14.2071685791
ID18211s -129.62 56.52 37.1 NaN 3.66682884097 2.91011176817 0.947567814545 0.90997138142 56.6601320848 10.758380547
ID7009s 13 51.3 29 NaN 3.4675 2.86856598456 0.218999996781 0.173649847507 93.0111780396 27.2108974457
ID9017s 28.88 69.8 44.2 NaN 3.82957239819 2.98496108316 0.204631995082 0.199333996773 188.924076306 -21.5483916473
ID4625s 87.2 53.1 44.4 NaN 3.73837387387 2.93326477146 0.381999999285 0.366587340832 132.571352428 -39.7147216797
ID3226s -74.49 44 39.1 NaN 3.83409846547 2.96370683714 0.540808004379 0.580426902771 169.93403971 -21.5359325113
ID4432s 123.05 61.75 44.8 NaN 3.706390625 2.94971782599 0.361999988556 0.358318328857 243.474829012 -56.711270839
ID4598s 59.3 38.6 42.5 NaN 3.59592470588 2.97109410885 0.107000000775 0.10704125464 158.521981016 -30.4039402008
ID1775s 151.1 -33.87 40 NaN 3.67213 2.88538345746 0.0235599996895 0.0289170268923 75.097038881 32.6968940153
ID4609s 41.8 58.3 41.7 NaN 3.51335251799 2.89733734898 0.136999994516 0.153667345643 262.66532999 -6.24597930908
ID116s -155 60 38 NaN 3.53574473684 2.79437957541 0.409999996424 0.368703752756 163.81854248 10.1756544113
ID3973s 115.91 30.02 35.5 NaN 3.55717464789 2.86595065692 0.0235236493928 0.0212085452456 79.1110557504 -18.0869955142
ID1764 129 -23.4 40 NaN 3.61499875 2.81034910306 0.412000000477 0.418371737003 258.401948975 -0.254995942116
ID4536s 60.3 68.6 41 NaN 3.5260902439 2.90399346672 0.0399999991059 0.0297946929932 207.953797197 -36.0048370361
ID4648s 107.1 55.8 40.5 NaN 3.67637407407 2.91127088203 0.919000029564 0.828955590725 186.619982407 -62.8044433594
ID12276s -56.75 -11.61 15 NaN 3.57372333333 2.80750379994 0.354759991884 0.342192139626 204.873131072 -7.78981849849
ID3861s 89.73 46.67 26.5 NaN 3.58290566038 2.84290528412 1.01810884402 1.01930420849 88.6483275236 -61.8230804857
ID4424s 93.2 64 45 NaN 3.81030555556 2.97255461352 0.344999998808 0.308500081301 218.971069336 -50.7415885925
ID6760 40.34 21.28 40.5 NaN 4.03925185185 3.10731499089 1.90711575027 1.81270261488 59.3018454 42.3837802346
ID6761 42.37 18.29 40.4 NaN 3.98926732673 3.05481414529 2.89542346474 2.31099939262 58.5542851025 48.9207471495
ID6762 42.77 21.31 35 NaN 3.49632428571 2.75611716335 0.969969908112 1.00159635206 62.4305888545 57.707661402
ID13339 -76.23 40.51 42.7 NaN 3.72056674473 2.97171310432 0.324904261234 0.241561145241 166.982161638 -20.4841864224
ID6759 42.36 25.79 34.4 NaN 3.77895639535 2.90904824516 0.772547630131 0.777151286419 72.406786218 55.6711522365
ID6764 46.64 24.72 44.4 NaN 3.85044707207 3.04390244453 0.636127486481 0.64410552758 120.176183813 30.8177921713
ID13346 -75.32 40.56 37 NaN 3.73142027027 2.98174228988 0.166601215663 0.159070512249 162.686898714 -20.5626662064
ID6757 44.31 22.84 40.4 NaN 4.0086720297 3.05536950071 0.975795523396 0.941795917484 62.0668594108 48.2662786455
M19_SMPL_Vs 9.32 42.11 31 NaN 3.62195363065 2.85604313969 0.235353658287 0.432161759289 57.3865480855 25.7311610728
M19_IBLEE_Vs 15.09 37.23 26.3 NaN 3.21762453422 2.66485565723 0.177700995903 0.202001077055 89.6146946858 38.5631942003
M19_VSL_Vs 9.38 39.52 28.8 NaN 3.60059363021 2.8401493788 0.269679415987 0.350686091719 54.6896025539 38.5748334395
M19_AMUR+NOCI_Vs 16.76 40.81 27.3 NaN 3.24165841941 2.60910797609 0.462357628813 0.420191143385 149.82525884 40.0998253497
BTL 79.03 23.08 40 NaN 3.71184746616 2.93366719109 0.349130681183 0.349976363762 197.142624353 0.316920220998
