station lon lat t_c vp vs rho_c ETOPO ETOPO_filt_30km tl long_lam_grav
ID12844p -104.34 50.85 41.5 5.98984216867 NaN 2.74209953778 0.556519996166 0.555356505871 176.557988111 -5.58946276379
ID12829p -104.69 54.3 40.2 6.01760323383 NaN 2.71080319201 0.629320023537 0.634612082481 181.375881087 -33.0572415543
ID12834p -106.69 54.14 42.8 6.33256074766 NaN 2.84486687618 0.559380229065 0.568420920025 183.063819658 -35.2191870896
ID12123 -43.2 -22.6 35.7 6.45479131653 NaN 2.93187980106 0.0579999983311 0.254766374826 152.30026336 15.7252206802
ID12838p -106.37 53.34 46.6 6.31999463519 NaN 2.847659373 0.510529355843 0.505385880333 178.177424709 -29.4808677231
ID12843p -106.4 52.2 47.6 6.23371533613 NaN 2.83525787611 0.577000021935 0.533994376659 175.914896173 -20.6632633209
ID9570p 35.24 30.66 34 6.099875 NaN 2.74826318629 -0.0864995830069 -0.0569405206381 39.7313116626 44.6948210137
ID12678p -75.48 45.7 40.6 6.79413793103 NaN 3.00455701562 0.158728003621 0.219717675924 183.583607882 -36.8266863403
ID9567p 35.97 30.87 32.5 6.09833076923 NaN 2.75004858397 0.856038862377 0.866333093697 42.3807084021 45.9437339801
ID12679p -64.81 45.85 43.3 6.52412240185 NaN 2.91797517824 0.358575995445 0.25388254416 162.250893176 -22.1751208365
ID9571p 35.18 30.56 33.5 6.10227313433 NaN 2.74177284963 -0.00104147171255 0.0572383085823 39.5350044902 44.3690842327
ID12124 -46.76 -23.41 37.1 6.59772102426 NaN 2.92012341099 0.778936779362 0.815699418968 165.629773337 12.5508588428
ID12842p -104.44 51.29 39.4 5.98621446701 NaN 2.74058209421 0.618412673546 0.619074274384 176.382616865 -9.37912335272
ID12125 -47.39 -24.04 37 6.36567297297 NaN 2.82067277201 0.506185987656 0.559736026165 143.667034216 10.300966355
ID12839p -106.06 53.26 47.5 6.37488105263 NaN 2.86825821706 0.465833985327 0.467195137175 177.363472204 -28.2565977897
ID12127 -43.29 -22.18 41.4 6.60495048309 NaN 2.89713399389 0.342044540813 0.429997044682 164.266690732 20.4012213826
ID12835p -105.29 53.04 38.1 6.22185695538 NaN 2.80770112972 0.449077889727 0.455137926067 176.214183458 -25.381126318
ID12126 -45.59 -22.99 37.9 6.37025461741 NaN 2.81754563519 0.54096593145 0.583010315212 177.047510006 17.6887559028
ID9568p 35.61 30.78 31 6.09663709677 NaN 2.7518414099 1.30753500241 1.09722181713 40.457770878 45.2087151747
ID12836p -105.4 53.18 40.7 6.17227641278 NaN 2.77995281704 0.446544003248 0.447171226263 176.519645682 -26.5941823425
ID17244p 104.92 -2.75 31.9 6.04238087774 NaN 2.6817432075 0.00401600019261 0.00507308509946 89.6169957509 97.6377458191
ID12683p -113.35 53.22 37 6.23159459459 NaN 2.84592126546 0.739984018803 0.746180995464 202.154927124 -25.1734540462
ID12791p -74.86 44.06 54 6.66183611111 NaN 2.93755986622 0.525141883183 0.553853965134 173.692730437 -24.1317193689
ID12128 -43.46 -21.54 42.4 6.35709433962 NaN 2.81466845305 0.836459648647 0.795336260643 182.395514228 24.1500553091
ID9572p 35.16 30.36 33 6.10139545455 NaN 2.74428289259 0.126817277295 0.153690456873 39.2977452364 43.579819866
ID12841p -102.59 50.72 42.1 6.27745249406 NaN 2.83072584607 0.53687315411 0.537683642654 182.866722974 -7.94841709106
ID6886p 36 59 42.5 6.48490588235 NaN 2.9241468018 0.130999997258 0.129039242864 247.742874146 -14.2914552689
ID12840p -104.09 52.23 52 6.38420288462 NaN 2.86963243933 0.553575090054 0.552010188297 177.068223246 -18.2693861433
ID12790p -74.46 44.01 50 6.630207 NaN 2.92438151337 0.583807164173 0.580999809166 169.705659507 -21.4084386488
ID9573p 35.23 30.26 34.5 6.09727971014 NaN 2.73805496811 0.278248327514 0.277164818309 39.317860114 42.999862796
ID12682p -113.35 53.22 37 6.32213513514 NaN 2.8831374129 0.739984018803 0.746180995464 202.154927124 -25.1734540462
ID9683p 35.67 30.27 37.1 6.32844609164 NaN 2.90899267829 1.18279424406 1.18456707874 40.5429714239 42.4502806053
ID12837p -102.23 51.82 38.5 6.15898311688 NaN 2.77876670697 0.489901060152 0.491789175737 183.481103959 -19.7058644274
ID14873p -103.35 39.56 40.3 6.1717866005 NaN 2.81972459965 1.55932000828 1.56202318096 131.342703366 3.71176110685
ID9569p 35.28 30.77 34.5 6.09986956522 NaN 2.75239971241 -0.158538619074 -0.133927879125 40.0923446096 45.0546381109
ID12797p -114.59 62.93 44 6.52810113636 NaN 2.92785264044 0.284694917276 0.281867159855 189.855559848 -62.7620294514
ID9574p 35.48 30.24 35 6.09989285714 NaN 2.73634789345 1.63294339708 1.36430886816 39.8145034401 42.5093535774
ID12411 -85.39 35.06 46.5 6.55880860215 NaN 2.9382005647 0.407438714184 0.357581314678 193.643431056 -11.6046508307
ID14874p -102.58 39.56 45.5 6.2427032967 NaN 2.815991655 1.28222063517 1.27909335989 140.736884634 -3.47641395659
ID9578p 36.14 29.94 38 6.10065921053 NaN 2.75511947458 0.912211913857 0.913121639938 45.2426636405 39.7511278948
ID12830p -102.8 53.09 42.3 6.03341134752 NaN 2.69941830283 0.572591988087 0.582892344475 181.326009691 -28.2049912577
ID12826p -101.98 54.72 37.1 6.03320754717 NaN 2.74282220895 0.327862532923 0.329588822292 193.67214963 -37.7258831782
ID12827p -103.37 54.9 37.2 6.26429435484 NaN 2.80033156282 0.329863998652 0.332303364754 189.118237241 -35.6640900974
ID3508p -109.68 51.38 42.2 6.0781563981 NaN 2.7623864591 0.709655085548 0.712416550354 184.141578689 -23.9343763616
ID12831p -104.58 53.42 43.95 6.32046188851 NaN 2.83696336468 0.428716727421 0.432336478954 177.306387878 -27.850278217
ID9579p 35.32 29.68 32 6.1017390625 NaN 2.75444251493 0.876743786541 0.897555282078 42.0244178742 39.4911394126
ID9580p 35.39 29.42 32 6.1033078125 NaN 2.75094391563 1.07655169259 1.1192237666 44.3066428106 37.7225934574
ID11268 54.94 39.84 48 6.29963541667 NaN 2.86568716471 0.0941022074404 0.103429773229 223.173706493 -25.9319341584
ID9575p 35.21 30.09 36 6.09988888889 NaN 2.74008090404 0.2583117468 0.357455342754 39.6445408187 42.1511712447
ID9471p 35.87 29.74 35.4 6.40697740113 NaN 2.8648298259 1.15732071096 1.09875966972 44.1618527803 38.7278716754
ID13459 -103.66 33.4 52.8 6.50915625 NaN 2.94096693199 1.32102394867 1.31775276661 126.704726971 -8.49363746643
ID2089 -116.06 49 37.5 6.146452 NaN 2.75451623394 1.32674394321 1.49235913658 124.023425634 -5.48252664566
ID13471 -74.31 50.02 33.7 6.70339762611 NaN 2.9493796693 0.382805006109 0.395315219376 191.998334139 -60.8891754105
ID12948 -106.19 47.73 45 6.43526 NaN 2.91940457391 0.71926827853 0.725719611893 161.609576369 3.34220820411
ID3156 -93.22 46.66 42 6.50267857143 NaN 2.91177310062 0.374802364323 0.378427294519 201.235475821 -14.2959552959
ID11312 33.87 25.96 30 6.15948333333 NaN 2.81059592208 0.567612359673 0.500167956802 85.7753252826 25.8050555551
ID8361 -63.41 7.3 43.9 6.46979498861 NaN 2.89196638635 0.345080008984 0.319213171959 166.272519083 4.76469456434
ID2102 -107.07 32.81 34.8 6.37216954023 NaN 2.87840809324 1.37957118933 1.41782584101 48.5196632325 6.95894256197
ID2103 -107.07 32.81 25.6 6.05927734375 NaN 2.75959518938 1.37957118933 1.41782584101 48.5196632325 6.95894256197
ID2513 6.82 47.78 26 6.18784615385 NaN 2.83189241801 0.801510943745 0.725652814392 86.7396532868 40.5094540847
ID1740 131.76 -30.45 40.5 6.24403703704 NaN 2.78351563254 0.10340000093 0.106644295812 248.616127445 -23.7054298887
ID2077 -111.9 48.33 40 6.453275 NaN 2.92146894799 1.11035197258 1.06584614849 142.014708101 -1.72777407853
ID13470 -75.15 50.07 32.9 6.66212765957 NaN 2.9407148743 0.398159997225 0.375653863907 193.15198375 -64.7012125233
ID13472 -73.64 49.75 40.8 6.72455882353 NaN 2.96044228491 0.431272002459 0.421085759163 190.068485377 -56.3771185017
ID29 -116.04 37.13 25.5 5.93888235294 NaN 2.74632234856 1.28987739441 1.37697910438 47.4966864166 -1.75915761379
ID2288 -87.5 38.69 38.39 6.43930971607 NaN 2.89757424974 0.135768000126 0.139429560065 198.012005232 -23.1622107601
ID2505 7.58 48.6 26 5.96857692308 NaN 2.78754984336 0.183703994274 0.178437343597 79.1193468738 40.9164663391
ID2459 9.6 50.2 27 5.97064814815 NaN 2.73767171254 0.310000002384 0.355173438787 69.8018922622 41.136592865
ID235 54.99 39.21 40 5.4919625 NaN 2.61698880318 0.0247630717193 0.067112774404 222.504509557 -26.0166871832
ID12803 -113.06 39.65 26 5.94497884615 NaN 2.75484375665 1.59592802238 1.6548196125 51.371622298 -2.92436215329
ID234 54.58 39.2 42.7 5.79428571429 NaN 2.76255228731 0.00416000019014 0.00337570015714 226.310726449 -33.684438385
ID2464 6.57 49.17 29 5.98051724138 NaN 2.83324274983 0.338435583908 0.301131448586 85.3933653392 31.2845060307
ID2458 9.71 50.14 28 6.15423214286 NaN 2.79963351387 0.317240184339 0.320570311953 69.7340579729 41.8809785497
ID2504 7.75 48.69 23 5.77532608696 NaN 2.75914468267 0.137495994449 0.145316245914 77.8331996133 41.4614645699
ID2289 -87.97 38.03 37.52 6.38861807036 NaN 2.88840668222 0.131092162312 0.120659729737 194.394944309 -17.628688548
ID13473 -73.13 49.26 32 6.578765625 NaN 2.92376714713 0.41231596393 0.389685546671 188.127917966 -52.0044709298
ID11260 34.29 26.08 29 6.03074137931 NaN 2.72459953167 0.0109361919853 0.000518592006337 79.2923317258 27.7084191598
ID1592 -118.5 48.9 34 6.21167647059 NaN 2.78149457552 1.03299999237 1.05655157566 74.3013145752 -11.1795749664
ID38 -115.97 36.8 28.4 6.0929665493 NaN 2.74379932012 0.943503977776 1.03682359314 48.2259195406 -3.22219970346
ID2070 -89.59 32.56 27.5 5.94838181818 NaN 2.85480656243 0.122901057559 0.125541722685 154.498472844 -10.2982616371
ID10 -103.66 33.4 50.8 6.54789665354 NaN 2.95167217286 1.32102394867 1.31775276661 126.704726971 -8.49363746643
ID12351 -74.5 41 35 6.49190857143 NaN 2.89788626144 0.331000000238 0.287608891726 159.483398438 -18.7357254028
ID2306 21.93 63.12 41.6 6.52326322115 NaN 2.91102910247 0.019426111541 0.0131946857745 245.362030068 -44.7962896825
ID2460 10.26 50.1 29 6.20943103448 NaN 2.82144711751 0.333911984444 0.317132745981 70.6113437901 43.2094969177
ID13926 -6.95 38.12 34.2 6.51011695906 NaN 2.93873519286 0.348199992895 0.33721632576 81.2473234317 55.7058527794
ID1627 -94.3 29.97 33 5.48755606061 NaN 2.78168502396 0.0126640002131 0.0106251232252 145.766043181 -8.19513271403
ID12806 -103.43 38.29 47.5 6.14882210526 NaN 2.76405727033 1.31343507162 1.31692472136 108.124721889 -0.428656038461
ID11499 43.23 14.88 25.4 6.35768897638 NaN 2.88979934858 0.10271564991 0.108544995743 47.0974264765 38.7767787839
ID12807 -103.43 38.29 47.7 6.42361111111 NaN 2.89596543531 1.31343507162 1.31692472136 108.124721889 -0.428656038461
ID1626 -94.34 30.74 48.8 6.56818135246 NaN 3.02164990924 0.0897542375331 0.0794604017739 138.913210139 -9.96027903833
ID13927 -6.67 38.52 36.15 6.60874135546 NaN 2.98493650435 0.547344887039 0.519830060217 75.9865760231 67.442507712
ID2461 7.36 49.69 29.75 6.18721008403 NaN 2.83939832125 0.444456560373 0.411386106943 77.0728289789 34.043911177
ID16081 -9.02 32.36 36.2 6.27024861878 NaN 2.90289934571 0.128913856534 0.133023404516 97.0990994212 46.3817522019
ID315p -103.62 32.85 52.8 6.63651325758 NaN 2.98637142729 1.26303196335 1.25762554359 131.575102902 -7.31982973289
ID2515 7.24 48.53 25.5 6.14149019608 NaN 2.79167142214 0.536785144062 0.574027261078 81.2887866811 39.3486027052
ID11 -111.29 50.48 48.5 6.60062164948 NaN 2.94049241781 0.810107294628 0.767547548523 183.842759926 -17.9344031574
ID39 -107.08 34.88 39.6 6.33556186869 NaN 2.81428182608 1.62082512898 1.66795128069 38.3126234734 19.2977855739
ID1593 -118.62 47.48 30 6.1599 NaN 2.76417335288 0.579855487972 0.597558679909 63.643523019 -20.0951629615
ID2287 -118.62 47.48 30 6.1599 NaN 2.76417335288 0.579855487972 0.597558679909 63.643523019 -20.0951629615
ID13476 -71.31 48.58 30.3 6.56495049505 NaN 2.91868717268 0.156605890995 0.151055175412 186.424251297 -40.8704110267
ID13460 -114.91 39.34 32.1 6.15881775701 NaN 2.84721907401 1.9447441915 2.05181435963 44.537233447 -2.54904803666
ID13474 -72.85 49.21 31 6.53016129032 NaN 2.91322402907 0.306647998095 0.30895300746 187.901086958 -50.3289445014
ID2073 -76.45 38.27 25.1 5.87806772908 NaN 2.78432243306 0.0295840017404 0.013688064225 150.37775274 -18.5383564665
ID13 -79.11 35.14 30.87 5.96056851312 NaN 2.70433991806 0.110216705348 0.0885596209431 158.35390705 -8.414778684
ID9 -109.39 33.53 56.9 6.68269420035 NaN 3.01835277069 2.07068215064 2.2380997825 56.7172837852 1.56422827849
ID12106p -46.48 -23.59 33.3 6.40923423423 NaN 2.8810046342 0.790603270901 0.791240234997 158.430818129 11.1171099504
ID2503 7.71 47.91 25 6.12332 NaN 2.80752118093 0.23975027154 0.303254073042 83.2982129836 43.3494573008
ID2463 7.59 49.99 29.5 6.3226779661 NaN 2.81224410956 0.436055045767 0.451888207039 75.73235363 33.6277630028
ID54p -111.87 40.87 29.4 6.07433163265 NaN 2.83277786304 1.43195660913 1.63134920007 71.2454436705 10.021467946
ID12805 -113.06 39.65 29.6 6.09989189189 NaN 2.81169126359 1.59592802238 1.6548196125 51.371622298 -2.92436215329
ID12804 -113.06 39.65 28.6 6.01798601399 NaN 2.77701956957 1.59592802238 1.6548196125 51.371622298 -2.92436215329
ID2462 7.1 50.33 27.8 6.17839028777 NaN 2.82598135477 0.494479976654 0.457827194691 82.2813507898 27.7798814096
ID2270 -117.32 39.45 29 6.17125862069 NaN 2.79459993109 1.84296002769 1.89621849823 51.5319435896 6.40396735811
ID2269 -117.32 39.45 29 6.17125862069 NaN 2.79459993109 1.84296002769 1.89621849823 51.5319435896 6.40396735811
ID2502 7.43 48.01 23.5 5.97276595745 NaN 2.78520532241 0.193593599296 0.194506083953 83.2569204724 42.1579181325
ID3052p -80.73 37.32 51.4 6.3395233463 NaN 2.82995176916 0.575116879807 0.658323274792 166.969243148 -8.48328886218
ID2072 -95.64 44.48 49 6.43656122449 NaN 2.90800699235 0.331444294685 0.332939865582 207.52671317 -12.6129940197
ID13475 -72.35 48.99 33.1 6.60598942598 NaN 2.93079542236 0.155519998074 0.169501673222 187.327811822 -47.0102729539
ID12724 -96.09 50.22 26.1 6.20768390805 NaN 2.77653343849 0.262833144823 0.266649791725 200.848310717 -30.6417622769
ID12718 -97.19 50.83 20.3 6.15401724138 NaN 2.7587029932 0.237738563093 0.239332858706 199.984518095 -34.1843143982
ID61 -90.45 41.96 43.58 6.48544171638 NaN 2.9111873054 0.213319999218 0.225136811495 198.196009296 -37.0244033546
ID4100 118.43 35.08 32.2 6.32349378882 NaN 2.85509954814 0.0626983689775 0.0651073642154 69.6759139034 5.15192281385
ID1695 118.02 -22.38 31.5 6.4095031746 NaN 2.8558468694 0.885131510384 0.786790794327 171.636195707 8.85946313776
ID1642 -105.81 41.8 36.7 6.28258855586 NaN 2.83132226514 2.11544791222 2.11400642586 174.833323026 21.5531197977
ID2439 7.4 50.95 23.2 6.00502155172 NaN 2.78566125916 0.33599999547 0.242690399289 85.5350239598 24.9166909456
ID2363 9.49 50.31 25.65 5.88934697856 NaN 2.70844121252 0.249443268813 0.337875330431 70.1670082829 39.93923368
ID10735 -15.89 22.45 28.6 6.43447552448 NaN 2.87812689644 0.156176005363 0.166036389828 150.534198863 50.7126459923
ID2607 25.83 35.12 32.2 6.27220496894 NaN 2.83656493258 0.0989963470587 0.209682005283 177.295845443 -45.7467721901
ID2606 24.06 35.31 31.5 6.1458984127 NaN 2.79197159475 2.10494770461 1.42950381298 210.73072404 -25.2792471609
ID10734 -16.37 22.54 28.2 6.44117021277 NaN 2.88076311852 0.00484812836304 0.0135768080466 141.128345853 44.3127197707
ID2404 -120.59 36.98 17.4 5.66929597701 NaN 2.86533836648 0.0366500477941 0.0371293407094 64.0973573126 -11.6193570787
ID2362 9.38 50.52 28.8 6.10875868056 NaN 2.80627233169 0.436604739019 0.446419274891 71.3723485352 37.7788835374
ID2410 -113.42 39.67 27.8 6.0540647482 NaN 2.80352575258 1.8824950799 1.6184521696 48.6935904661 -3.26608806041
ID2438 9.13 50.24 25.5 5.94629411765 NaN 2.73658016736 0.17265535462 0.205510102746 69.9658432713 39.4446880304
ID1657 130.64 -11.42 31.41 6.08146768545 NaN 2.83747647277 0.0393231374099 0.0156898527117 224.620847332 93.9708634316
ID1643 -93.92 47.09 42.5 6.52748235294 NaN 2.91127315555 0.415652938147 0.411692275492 200.179469112 -13.8660320864
ID1870 -117.2 39.49 30.4 6.11630592105 NaN 2.80126441734 1.74069602489 1.79213308048 51.3594794014 6.00773081136
ID1694 119.23 -20.75 27 6.33489444444 NaN 2.82728442657 0.0863360024691 0.0892649773955 176.806833206 17.9224646469
ID4101 118.16 36.69 31.4 6.29923566879 NaN 2.8376373825 0.211310398384 0.209719836888 69.7889034393 -5.70906325756
ID1723 146.48 -22.44 40.3 6.11567617866 NaN 2.81452769487 0.244991683713 0.251635380072 92.416123836 59.3319841821
ID60 -89.47 46.46 49.2 6.67442378049 NaN 2.95082326813 0.427593861055 0.42394789546 207.661420038 -34.6161747683
ID74 -116.06 49 37 6.11132027027 NaN 2.74342311083 1.32674394321 1.49235913658 124.023425634 -5.48252664566
ID12080 -76.45 38.27 25.9 5.93076640927 NaN 2.76767918022 0.0295840017404 0.013688064225 150.37775274 -18.5383564665
ID12725 -96.13 49.71 29.6 6.33055574324 NaN 2.82700542546 0.3026463405 0.300567051798 198.111252968 -27.0512918547
ID62 -89.12 44.03 39.1 6.21677749361 NaN 2.77084858039 0.245667076821 0.251324308563 184.441846539 -36.7771475358
ID12928 -106.17 46.2 41 6.40562560976 NaN 2.91562766709 0.843303997993 0.875676156521 161.427612758 8.93633936071
ID76 -111.43 45.78 45.4 6.49991189427 NaN 2.89017513464 1.45898334135 1.40040232104 76.0270240393 29.6988695896
ID1709 149.3 -35.31 47.5 6.52252315789 NaN 2.91536481597 0.738639991283 0.747625665188 82.5479365833 35.1399061375
ID1696 117.81 -22.86 34 6.42313088235 NaN 2.85359038511 0.664739510704 0.698753882595 172.688569786 6.65413244043
ID11164 40.49 13.54 16.05 6.10575700935 NaN 2.94204509517 -0.0629591039765 -0.0307354193748 52.0517250148 29.5795421279
ID11163 40.49 13.54 16.05 6.12447975078 NaN 2.94204509517 -0.0629591039765 -0.0307354193748 52.0517250148 29.5795421279
ID3042 -93.57 33.68 29 5.87851724138 NaN 2.81028374876 0.101420160935 0.108316783981 155.311751787 -9.43044152545
ID1655 136.77 -16.32 39.02 6.46337391081 NaN 2.9195221265 0.0369512322166 0.0460593137853 180.833429536 48.60413099
ID1641 -109.95 43.16 45.6 5.86498903509 NaN 2.79089184851 2.65387997246 2.66822864532 113.904222042 36.1365857906
ID2360 9.95 50.97 29.65 6.17392074199 NaN 2.81086758338 0.367951995611 0.340632639647 75.7236036597 34.3780777402
ID2604 25.17 37.59 26.2 6.22770038168 NaN 2.82373723989 0.291844412321 0.104119057362 93.1613878639 89.0634984477
ID4260 -105.84 40.23 53.37 6.30541502717 NaN 2.82391687119 2.5926222258 2.77910717627 137.876229804 24.0338710905
ID2361 9.78 50.73 27.3 6.07284798535 NaN 2.8063302893 0.383958716774 0.348263685949 73.0931005049 36.6424905798
ID1654 135.24 -16.7 48 6.65034791667 NaN 2.9873760075 0.244639995933 0.224325753808 202.980892049 44.0526624146
ID1867 -116.42 36.47 35 6.01662857143 NaN 2.75104119174 0.686675463383 0.694257482872 51.1947676058 -3.66947570617
ID1697 116.84 -21.92 32 6.3619328125 NaN 2.84029990666 0.459232389173 0.44644670796 157.533516903 8.32619193414
ID4089 119.76 26.46 30.5 6.29472131148 NaN 2.83209188438 0.213769220949 0.114079870522 84.2560719436 34.7226017432
ID5208 -4.16 41.6 35.1 6.12138176638 NaN 2.823852538 0.760336004734 0.822854072571 110.026264424 62.618026947
ID1708 149.32 -34.6 42.75 6.48608187135 NaN 2.91401947697 0.794503995895 0.787096778393 84.0457155784 42.5203259888
ID15539 -9.15 31.91 35 6.21751428571 NaN 2.89903398939 0.274224011183 0.249630845666 92.2376586678 55.3454614819
ID12929 -105.06 46.16 46 6.44308043478 NaN 2.92070858437 0.887385332874 0.865404349083 168.430830549 6.34740350024
ID12726 -96.11 49.44 32.5 6.31524461538 NaN 2.81803299984 0.332828550343 0.343479149658 197.118511959 -25.2822996183
ID98 -55.57 49.36 36.7 6.33411171662 NaN 2.82604667019 0.0639639060217 0.0886240090547 176.5385089 3.77808653505
ID2013 -90.7 35.37 38.4 6.29055989583 NaN 2.89068926104 0.11340000093 0.0848172032237 169.655986649 -2.05324821031
ID12939 -106.67 46.92 51 6.47434803922 NaN 2.9243060698 0.901987478149 0.894116066856 156.176522074 6.21534251456
ID4106 112.57 39.82 43.7 6.37102974828 NaN 2.87654480364 1.45165461501 1.44494674322 53.3718068629 1.1678894077
ID1693 119.59 -22.91 36 6.50474722222 NaN 2.90082849507 0.458850109259 0.483041444881 189.038113962 7.46146051467
ID2365 8.01 50.59 29 6.05494827586 NaN 2.7831655722 0.448076352365 0.43334915362 76.4621125874 31.5764751192
ID2359 8.68 50.69 29.65 6.24248735245 NaN 2.83237754977 0.214063292628 0.23170102227 74.1188046204 33.869885399
ID2198 40.49 13.54 17.1 6.06856725146 NaN 2.93066323784 -0.0629591039765 -0.0307354193748 52.0517250148 29.5795421279
ID10727 -15.88 22.72 27.3 6.4221978022 NaN 2.87438571366 0.157885314268 0.159252131269 146.802614659 49.827812262
ID52p -112.2 39.33 24.7 5.89532388664 NaN 2.73702276576 2.55294391632 2.09316378403 58.9604450702 -1.83741131955
ID4259 -105.49 41.58 36.06 6.26386577926 NaN 2.83594840482 2.45141630138 2.3594864328 169.900129263 20.1060100005
ID16828 7.97 62.55 36.8 6.34576222826 NaN 2.82963993365 1.14295205212 0.888015110016 136.627502002 27.9445026465
ID2358 9.41 50.98 27.85 6.21551166966 NaN 2.83569178117 0.386858882275 0.357391853754 75.8048364478 33.3188818952
ID2364 9.49 50.31 25.65 5.93505847953 NaN 2.73004327766 0.249443268813 0.337875330431 70.1670082829 39.93923368
ID1692 119.53 -20.73 27 6.29666851852 NaN 2.82376116097 0.100184576532 0.0887955423298 179.13550669 19.5410015858
ID12938 -106.22 46.84 54 6.49532685185 NaN 2.92841011793 0.884979208046 0.882969311932 160.052915437 6.3913281188
ID66 -75.06 44.17 34.8 6.72987643678 NaN 2.98025867921 0.4487172451 0.44558582571 175.966663424 -25.9459472919
ID99 -91.07 46.1 41.83 6.21204279225 NaN 2.87839444249 0.433680009842 0.43757224369 203.151056467 -24.7724379835
ID15714 9.42 34.63 31.5 5.63936349206 NaN 2.63217043258 0.312431297979 0.310892733654 158.911343158 19.522651357
ID58 -106.2 44.92 42.4 6.57725235849 NaN 2.93212268411 1.25032003593 1.2218606987 168.650579313 14.7917178192
ID318 -113.42 39.67 25.5 5.97409607843 NaN 2.7762759188 1.8824950799 1.6184521696 48.6935904661 -3.26608806041
ID64 -87.67 44.45 37.49 6.07855694852 NaN 2.75621390165 0.246080002069 0.236544606805 178.843237441 -39.6127728403
ID15310 37.5 0.8 39.2 6.50845535714 NaN 2.88958915933 0.945999979973 1.06916582584 65.3015829468 24.4686889648
ID5270p -40.18 -9.54 43 6.63701162791 NaN 2.94824587386 0.385498556543 0.405689584509 189.475005427 3.67561747046
ID2399 -92.33 36.99 38.33 6.07297025828 NaN 2.72601054411 0.335866753262 0.350719406303 186.034324378 -19.743459919
ID2366 8.01 50.59 29 6.04162068966 NaN 2.77210133071 0.448076352365 0.43334915362 76.4621125874 31.5764751192
ID2428 -67.67 54.49 38.1 6.58617454068 NaN 2.94198192087 0.569963454372 0.591627243511 170.18253955 -45.3480542875
ID1647 -91.93 35.09 43.3 6.37420438799 NaN 2.91100042775 0.0889402246981 0.0875355604811 168.12249103 -5.62293198092
ID1653 134.1 -16.47 48 6.562678125 NaN 2.99465298003 0.277800014734 0.286714441538 235.332081868 37.1568325653
ID7961 117.91 39.8 31.1 6.07298392283 NaN 2.7847943628 0.0132480003089 0.0145587717444 67.6086500702 -4.63022488713
ID1492 -79.11 35.14 37 6.24585135135 NaN 2.79339697789 0.110216705348 0.0885596209431 158.35390705 -8.414778684
ID7960 118.11 39.57 33.8 6.21471301775 NaN 2.88074994436 0.0100207360656 0.0111251337516 68.8246156126 -5.58983739195
ID9678p 34.45 31.25 27.2 5.99136029412 NaN 2.83866177881 0.12800000608 0.115397721529 52.4351418236 43.5778935999
ID2429 -72 52.99 47.7 6.76935115304 NaN 3.01899295743 0.555864024639 0.53563842535 183.365362546 -49.2459870396
ID2367 34.33 28.01 26.74 6.53646409873 NaN 2.91756460923 0.207388293842 0.159959152432 67.1923454763 31.7805681728
ID2401 -90.71 37.75 39.51 6.22480637813 NaN 2.77631891962 0.297488001823 0.31809731102 191.318385343 -19.1138332356
ID2398 -91.78 39.58 42.1 6.54097624703 NaN 2.92620395876 0.216585531418 0.214176526631 206.724227793 -38.6279905122
ID1691 120.08 -21.06 29.5 6.27870338983 NaN 2.81529637302 0.230579264538 0.216779545334 184.237026494 20.6918529984
